shots_on_goal_local,shots_on_goal_away,shots_off_goal_local,shots_off_goal_away,total_shots_local,total_shots_away,blocked_shots_local,blocked_shots_away,shots_insidebox_local,shots_insidebox_away,shots_outsidebox_local,shots_outsidebox_away,fouls_local,fouls_away,corners_local,corners_away,offsides_local,offsides_away,ball_possession_local,ball_possession_away,yellow_cards_local,yellow_cards_away,red_cards_local,red_cards_away,goalkeeper_saves_local,goalkeeper_saves_away,pass_precision_local,pass_precision_away,fixture_id_2
4.0,3.0,5.0,6.0,14.0,11.0,5.0,2.0,11.0,9.0,3.0,2.0,7.0,19.0,4.0,4.0,3.0,,49%,51%,2,2,,,3.0,3.0,431.0,447.0,27615
6.0,2.0,10.0,3.0,19.0,5.0,3.0,,12.0,3.0,7.0,2.0,19.0,15.0,13.0,2.0,3.0,1.0,59%,41%,2,3,,,1.0,5.0,463.0,336.0,27616
1.0,3.0,10.0,4.0,20.0,10.0,9.0,3.0,13.0,5.0,7.0,5.0,12.0,10.0,7.0,3.0,4.0,2.0,50%,50%,3,4,,,3.0,1.0,449.0,445.0,27617
3.0,7.0,5.0,9.0,9.0,19.0,1.0,3.0,5.0,16.0,4.0,3.0,11.0,15.0,4.0,5.0,5.0,1.0,32%,68%,2,3,1.0,,6.0,2.0,214.0,446.0,27618
4.0,4.0,6.0,5.0,12.0,13.0,2.0,4.0,7.0,6.0,5.0,7.0,13.0,19.0,5.0,10.0,1.0,1.0,51%,49%,2,4,,1.0,4.0,3.0,346.0,311.0,27619
6.0,4.0,4.0,1.0,17.0,6.0,7.0,1.0,9.0,1.0,8.0,5.0,12.0,12.0,7.0,5.0,4.0,2.0,52%,48%,1,3,,,4.0,6.0,418.0,395.0,27620
8.0,2.0,8.0,3.0,22.0,5.0,6.0,,11.0,5.0,11.0,,14.0,13.0,12.0,2.0,2.0,,54%,46%,3,4,,2.0,1.0,7.0,449.0,382.0,27621
2.0,5.0,3.0,6.0,9.0,13.0,4.0,2.0,4.0,11.0,5.0,2.0,19.0,17.0,3.0,9.0,3.0,1.0,44%,56%,3,1,,,5.0,,364.0,443.0,27622
9.0,1.0,5.0,3.0,14.0,9.0,,5.0,13.0,3.0,1.0,6.0,15.0,12.0,2.0,8.0,7.0,5.0,41%,59%,4,5,,1.0,1.0,6.0,348.0,491.0,27623
3.0,4.0,8.0,8.0,16.0,18.0,5.0,6.0,7.0,12.0,9.0,6.0,15.0,15.0,5.0,4.0,1.0,1.0,57%,43%,6,2,,,4.0,2.0,462.0,341.0,27624
3.0,4.0,6.0,4.0,13.0,10.0,4.0,2.0,10.0,6.0,3.0,4.0,17.0,18.0,5.0,3.0,,3.0,54%,46%,4,7,1.0,1.0,3.0,2.0,408.0,341.0,27625
2.0,1.0,5.0,2.0,10.0,5.0,3.0,2.0,5.0,3.0,5.0,2.0,14.0,18.0,6.0,2.0,3.0,5.0,58%,42%,2,4,,1.0,,1.0,468.0,348.0,27626
5.0,1.0,3.0,7.0,12.0,15.0,4.0,7.0,8.0,6.0,4.0,9.0,13.0,10.0,7.0,5.0,1.0,3.0,40%,60%,1,1,,,1.0,3.0,383.0,561.0,27627
2.0,2.0,8.0,3.0,12.0,7.0,2.0,2.0,7.0,3.0,5.0,4.0,12.0,11.0,5.0,1.0,1.0,4.0,51%,49%,2,6,,,,1.0,490.0,461.0,27628
3.0,2.0,10.0,7.0,16.0,11.0,3.0,2.0,10.0,7.0,6.0,4.0,13.0,14.0,5.0,4.0,3.0,,54%,46%,1,,,,2.0,1.0,562.0,473.0,27629
3.0,3.0,5.0,10.0,9.0,16.0,1.0,3.0,6.0,9.0,3.0,7.0,14.0,12.0,3.0,4.0,,2.0,39%,61%,2,1,,,3.0,1.0,327.0,512.0,27630
2.0,6.0,5.0,2.0,11.0,10.0,4.0,2.0,8.0,8.0,3.0,2.0,16.0,14.0,6.0,4.0,3.0,5.0,57%,43%,2,3,,,3.0,1.0,466.0,347.0,27631
5.0,5.0,4.0,4.0,10.0,10.0,1.0,1.0,9.0,6.0,1.0,4.0,19.0,16.0,5.0,5.0,5.0,2.0,27%,73%,4,3,,1.0,4.0,3.0,180.0,485.0,27632
4.0,2.0,2.0,5.0,7.0,9.0,1.0,2.0,5.0,4.0,2.0,5.0,18.0,16.0,8.0,6.0,4.0,2.0,63%,37%,4,2,,,2.0,3.0,439.0,249.0,27633
1.0,3.0,2.0,5.0,5.0,9.0,2.0,1.0,4.0,4.0,1.0,5.0,11.0,12.0,4.0,1.0,2.0,3.0,61%,39%,2,4,,,1.0,,567.0,352.0,27634
6.0,3.0,1.0,3.0,8.0,8.0,1.0,2.0,3.0,5.0,5.0,3.0,16.0,14.0,6.0,2.0,3.0,1.0,40%,60%,1,3,,,3.0,4.0,396.0,586.0,27635
4.0,7.0,5.0,3.0,12.0,13.0,3.0,3.0,8.0,9.0,4.0,4.0,9.0,17.0,6.0,3.0,2.0,2.0,53%,47%,3,5,,,5.0,2.0,423.0,372.0,27636
2.0,1.0,5.0,9.0,7.0,13.0,,3.0,3.0,8.0,4.0,5.0,14.0,15.0,2.0,3.0,5.0,3.0,48%,52%,2,5,,,,1.0,432.0,444.0,27637
3.0,7.0,4.0,2.0,9.0,15.0,2.0,6.0,4.0,3.0,5.0,12.0,11.0,15.0,6.0,8.0,3.0,5.0,48%,52%,2,1,,,7.0,3.0,399.0,423.0,27638
6.0,3.0,7.0,4.0,16.0,7.0,3.0,,11.0,6.0,5.0,1.0,14.0,13.0,9.0,2.0,4.0,,52%,48%,6,2,,,1.0,3.0,478.0,437.0,27639
10.0,4.0,5.0,2.0,16.0,8.0,1.0,2.0,13.0,4.0,3.0,4.0,10.0,9.0,4.0,4.0,4.0,,63%,37%,,2,,,4.0,9.0,591.0,342.0,27640
2.0,2.0,3.0,6.0,7.0,9.0,2.0,1.0,6.0,3.0,1.0,6.0,17.0,12.0,7.0,4.0,2.0,,57%,43%,4,2,,,2.0,,503.0,370.0,27641
5.0,4.0,5.0,3.0,11.0,8.0,1.0,1.0,5.0,3.0,6.0,5.0,5.0,11.0,4.0,5.0,1.0,7.0,63%,37%,2,2,,,3.0,3.0,462.0,269.0,27642
7.0,4.0,3.0,5.0,13.0,11.0,3.0,2.0,10.0,7.0,3.0,4.0,14.0,20.0,9.0,4.0,4.0,1.0,52%,48%,2,6,,,3.0,2.0,350.0,324.0,27643
8.0,4.0,5.0,6.0,14.0,11.0,1.0,1.0,6.0,6.0,8.0,5.0,9.0,23.0,4.0,6.0,2.0,1.0,46%,54%,2,8,1.0,1.0,2.0,4.0,328.0,372.0,27644
1.0,4.0,6.0,5.0,10.0,13.0,3.0,4.0,4.0,6.0,6.0,7.0,19.0,12.0,1.0,8.0,2.0,3.0,43%,57%,3,3,,,3.0,,406.0,499.0,27645
9.0,5.0,7.0,8.0,18.0,16.0,2.0,3.0,13.0,11.0,5.0,5.0,13.0,13.0,6.0,6.0,,3.0,57%,43%,,,,,5.0,7.0,464.0,346.0,27646
6.0,3.0,8.0,,18.0,5.0,4.0,2.0,6.0,3.0,12.0,2.0,9.0,20.0,3.0,1.0,,6.0,68%,32%,1,7,1.0,2.0,2.0,4.0,522.0,245.0,27647
3.0,1.0,13.0,3.0,21.0,4.0,5.0,,14.0,3.0,7.0,1.0,13.0,13.0,12.0,5.0,,1.0,56%,44%,3,2,,,,2.0,466.0,363.0,27648
1.0,3.0,2.0,6.0,4.0,13.0,1.0,4.0,3.0,8.0,1.0,5.0,25.0,17.0,3.0,4.0,5.0,1.0,46%,54%,2,3,,,3.0,1.0,355.0,411.0,27649
4.0,5.0,6.0,4.0,13.0,10.0,3.0,1.0,4.0,5.0,9.0,5.0,21.0,8.0,6.0,3.0,,4.0,39%,61%,3,2,1.0,,2.0,4.0,353.0,557.0,27650
7.0,,6.0,1.0,14.0,1.0,1.0,,7.0,,7.0,1.0,20.0,8.0,4.0,3.0,2.0,4.0,33%,67%,2,,,,,5.0,304.0,631.0,27651
6.0,3.0,3.0,4.0,14.0,13.0,5.0,6.0,9.0,6.0,5.0,7.0,18.0,17.0,3.0,3.0,2.0,2.0,43%,57%,,,,,3.0,2.0,419.0,527.0,27652
6.0,1.0,6.0,6.0,15.0,11.0,3.0,4.0,11.0,5.0,4.0,6.0,21.0,15.0,7.0,1.0,4.0,3.0,47%,53%,5,1,,,1.0,6.0,317.0,376.0,27653
5.0,2.0,4.0,6.0,11.0,11.0,2.0,3.0,6.0,5.0,5.0,6.0,23.0,15.0,3.0,3.0,8.0,1.0,42%,58%,5,3,,1.0,,3.0,300.0,395.0,27654
3.0,2.0,5.0,3.0,10.0,10.0,2.0,5.0,3.0,5.0,7.0,5.0,16.0,10.0,3.0,1.0,5.0,4.0,39%,61%,4,4,,,,2.0,266.0,414.0,27655
2.0,3.0,6.0,1.0,12.0,6.0,4.0,2.0,7.0,1.0,5.0,5.0,13.0,19.0,3.0,1.0,7.0,2.0,63%,37%,1,6,,1.0,3.0,2.0,490.0,294.0,27656
3.0,1.0,7.0,5.0,11.0,6.0,1.0,,5.0,2.0,6.0,4.0,19.0,10.0,6.0,3.0,4.0,2.0,50%,50%,3,1,,,,3.0,424.0,432.0,27657
8.0,3.0,5.0,4.0,13.0,12.0,,5.0,9.0,7.0,4.0,5.0,7.0,18.0,6.0,4.0,1.0,3.0,47%,53%,2,4,,,3.0,5.0,410.0,458.0,27658
4.0,1.0,3.0,4.0,14.0,8.0,7.0,3.0,6.0,4.0,8.0,4.0,14.0,17.0,4.0,13.0,3.0,3.0,46%,54%,4,4,,,1.0,2.0,406.0,448.0,27659
4.0,6.0,6.0,7.0,16.0,15.0,6.0,2.0,9.0,10.0,7.0,5.0,11.0,14.0,8.0,5.0,2.0,,52%,48%,4,3,,,4.0,2.0,406.0,382.0,27660
6.0,3.0,11.0,4.0,25.0,10.0,8.0,3.0,13.0,6.0,12.0,4.0,12.0,16.0,9.0,1.0,3.0,1.0,54%,46%,2,2,,,3.0,6.0,460.0,406.0,27661
3.0,2.0,7.0,5.0,12.0,11.0,2.0,4.0,8.0,6.0,4.0,5.0,14.0,19.0,13.0,1.0,4.0,,51%,49%,4,3,1.0,,2.0,2.0,371.0,371.0,27662
6.0,1.0,7.0,3.0,16.0,4.0,3.0,,10.0,1.0,6.0,3.0,21.0,21.0,7.0,1.0,3.0,2.0,63%,37%,2,3,,,1.0,5.0,473.0,291.0,27663
2.0,2.0,4.0,2.0,11.0,5.0,5.0,1.0,7.0,2.0,4.0,3.0,16.0,13.0,7.0,3.0,2.0,2.0,47%,53%,1,1,,,1.0,1.0,367.0,419.0,27664
4.0,5.0,10.0,1.0,16.0,10.0,2.0,4.0,6.0,6.0,10.0,4.0,11.0,13.0,4.0,6.0,1.0,,57%,43%,,1,,,2.0,3.0,436.0,324.0,27665
6.0,4.0,,7.0,7.0,14.0,1.0,3.0,5.0,7.0,2.0,7.0,13.0,15.0,3.0,6.0,1.0,3.0,52%,48%,1,,,,2.0,4.0,451.0,411.0,27666
3.0,1.0,9.0,3.0,16.0,4.0,4.0,,10.0,3.0,6.0,1.0,12.0,15.0,13.0,1.0,2.0,1.0,72%,28%,3,3,,1.0,1.0,1.0,622.0,244.0,27667
3.0,4.0,4.0,5.0,17.0,12.0,10.0,3.0,9.0,2.0,8.0,10.0,13.0,11.0,11.0,3.0,3.0,2.0,62%,38%,2,4,,,2.0,2.0,507.0,316.0,27668
9.0,3.0,8.0,7.0,19.0,12.0,2.0,2.0,15.0,6.0,4.0,6.0,16.0,11.0,8.0,5.0,5.0,6.0,48%,52%,2,3,,,3.0,6.0,370.0,395.0,27669
4.0,3.0,4.0,2.0,13.0,6.0,5.0,1.0,6.0,3.0,7.0,3.0,18.0,19.0,4.0,5.0,1.0,,42%,58%,3,4,,,2.0,2.0,279.0,370.0,27670
1.0,6.0,3.0,4.0,5.0,11.0,1.0,1.0,4.0,7.0,1.0,4.0,14.0,12.0,2.0,5.0,1.0,1.0,60%,40%,2,,,,2.0,,514.0,326.0,27671
6.0,6.0,8.0,3.0,17.0,11.0,3.0,2.0,9.0,8.0,8.0,3.0,16.0,9.0,7.0,7.0,2.0,8.0,58%,42%,3,1,,,4.0,4.0,433.0,301.0,27672
5.0,,4.0,4.0,10.0,6.0,1.0,2.0,6.0,1.0,4.0,5.0,14.0,18.0,4.0,3.0,6.0,1.0,59%,41%,3,2,,,,2.0,514.0,359.0,27673
4.0,5.0,5.0,3.0,10.0,11.0,1.0,3.0,7.0,3.0,3.0,8.0,12.0,14.0,5.0,2.0,,3.0,27%,73%,1,2,,,4.0,1.0,239.0,657.0,27674
5.0,3.0,1.0,3.0,9.0,9.0,3.0,3.0,6.0,6.0,3.0,3.0,21.0,15.0,6.0,3.0,5.0,3.0,44%,56%,3,3,,,4.0,3.0,307.0,379.0,27675
5.0,2.0,9.0,,24.0,3.0,10.0,1.0,11.0,1.0,13.0,2.0,13.0,16.0,8.0,4.0,,1.0,67%,33%,5,3,,1.0,1.0,5.0,486.0,252.0,27676
3.0,4.0,5.0,5.0,11.0,10.0,3.0,1.0,3.0,5.0,8.0,5.0,17.0,16.0,2.0,2.0,3.0,4.0,43%,57%,2,4,,,4.0,2.0,349.0,433.0,27677
3.0,6.0,3.0,4.0,8.0,12.0,2.0,2.0,6.0,7.0,2.0,5.0,19.0,14.0,6.0,5.0,3.0,1.0,41%,59%,4,4,,1.0,5.0,1.0,263.0,367.0,27678
5.0,7.0,5.0,5.0,14.0,13.0,4.0,1.0,11.0,5.0,3.0,8.0,15.0,9.0,9.0,1.0,5.0,2.0,64%,36%,6,4,,,5.0,4.0,539.0,301.0,27679
4.0,5.0,1.0,3.0,5.0,11.0,,3.0,4.0,7.0,1.0,4.0,21.0,20.0,1.0,5.0,1.0,3.0,40%,60%,1,3,,,4.0,2.0,317.0,469.0,27680
5.0,4.0,5.0,3.0,12.0,9.0,2.0,2.0,9.0,5.0,3.0,4.0,8.0,11.0,9.0,5.0,1.0,1.0,35%,65%,2,3,,,4.0,4.0,271.0,491.0,27681
7.0,2.0,7.0,3.0,17.0,8.0,3.0,3.0,8.0,6.0,9.0,2.0,11.0,18.0,3.0,6.0,,,57%,43%,1,4,,,2.0,4.0,505.0,373.0,27682
4.0,3.0,6.0,5.0,12.0,12.0,2.0,4.0,6.0,7.0,6.0,5.0,23.0,15.0,7.0,8.0,3.0,,40%,60%,4,4,,,2.0,2.0,333.0,498.0,27683
3.0,1.0,3.0,4.0,8.0,8.0,2.0,3.0,4.0,5.0,4.0,3.0,14.0,14.0,3.0,4.0,,3.0,57%,43%,3,3,,,,2.0,458.0,347.0,27684
7.0,4.0,5.0,5.0,14.0,10.0,2.0,1.0,10.0,7.0,4.0,3.0,23.0,17.0,3.0,4.0,3.0,2.0,57%,43%,3,5,,1.0,3.0,6.0,430.0,318.0,27685
1.0,,3.0,6.0,5.0,10.0,1.0,4.0,3.0,4.0,2.0,6.0,15.0,19.0,3.0,8.0,2.0,5.0,60%,40%,1,4,,1.0,,1.0,535.0,338.0,27686
1.0,2.0,4.0,3.0,7.0,6.0,2.0,1.0,3.0,4.0,4.0,2.0,16.0,9.0,3.0,3.0,2.0,2.0,49%,51%,2,2,,,1.0,1.0,416.0,429.0,27687
4.0,,6.0,6.0,16.0,7.0,6.0,1.0,9.0,4.0,7.0,3.0,5.0,14.0,8.0,1.0,2.0,3.0,63%,37%,1,2,,,,2.0,443.0,272.0,27688
8.0,3.0,7.0,4.0,22.0,8.0,7.0,1.0,14.0,4.0,8.0,4.0,9.0,14.0,9.0,2.0,7.0,5.0,58%,42%,2,2,,,3.0,7.0,440.0,328.0,27689
3.0,3.0,8.0,6.0,22.0,10.0,11.0,1.0,11.0,8.0,11.0,2.0,15.0,14.0,11.0,2.0,6.0,3.0,54%,46%,2,2,,,3.0,3.0,440.0,360.0,27690
1.0,7.0,2.0,4.0,5.0,11.0,2.0,,3.0,9.0,2.0,2.0,20.0,24.0,4.0,1.0,1.0,,61%,39%,2,2,,,5.0,,437.0,278.0,27691
5.0,4.0,2.0,5.0,9.0,12.0,2.0,3.0,7.0,3.0,2.0,9.0,19.0,17.0,6.0,3.0,4.0,1.0,45%,55%,4,3,,,3.0,3.0,359.0,440.0,27692
5.0,4.0,5.0,5.0,11.0,10.0,1.0,1.0,6.0,6.0,5.0,4.0,15.0,14.0,5.0,6.0,2.0,5.0,58%,42%,4,2,,,3.0,5.0,497.0,348.0,27693
4.0,5.0,5.0,7.0,10.0,15.0,1.0,3.0,7.0,6.0,3.0,9.0,21.0,20.0,5.0,2.0,4.0,1.0,46%,54%,6,4,2.0,,4.0,2.0,310.0,356.0,27694
1.0,3.0,5.0,7.0,6.0,13.0,,3.0,3.0,8.0,3.0,5.0,12.0,11.0,9.0,6.0,5.0,1.0,73%,27%,2,1,1.0,,2.0,1.0,535.0,197.0,27695
4.0,3.0,7.0,4.0,13.0,11.0,2.0,4.0,7.0,5.0,6.0,6.0,12.0,9.0,5.0,3.0,5.0,4.0,39%,61%,1,1,,,3.0,3.0,321.0,521.0,27696
7.0,5.0,8.0,2.0,16.0,13.0,1.0,6.0,12.0,7.0,4.0,6.0,15.0,19.0,7.0,3.0,3.0,,44%,56%,3,,1.0,,3.0,5.0,397.0,503.0,27697
4.0,5.0,8.0,8.0,13.0,14.0,1.0,1.0,10.0,6.0,3.0,8.0,13.0,17.0,2.0,4.0,1.0,3.0,52%,48%,5,3,,,5.0,4.0,401.0,370.0,27698
3.0,1.0,9.0,3.0,16.0,5.0,4.0,1.0,10.0,5.0,6.0,,19.0,19.0,6.0,3.0,3.0,1.0,49%,51%,3,2,,,,3.0,357.0,386.0,27699
7.0,5.0,6.0,7.0,18.0,15.0,5.0,3.0,12.0,8.0,6.0,7.0,16.0,15.0,13.0,10.0,1.0,4.0,46%,54%,3,5,,,3.0,3.0,313.0,351.0,27700
8.0,6.0,9.0,7.0,19.0,17.0,2.0,4.0,13.0,12.0,6.0,5.0,13.0,18.0,3.0,5.0,4.0,2.0,51%,49%,1,6,,,4.0,6.0,418.0,380.0,27701
2.0,4.0,11.0,3.0,17.0,10.0,4.0,3.0,11.0,6.0,6.0,4.0,13.0,16.0,6.0,3.0,4.0,4.0,63%,37%,5,3,1.0,,2.0,1.0,434.0,258.0,27702
4.0,3.0,8.0,2.0,19.0,7.0,7.0,2.0,10.0,3.0,9.0,4.0,15.0,23.0,10.0,3.0,3.0,,54%,46%,5,3,,,2.0,4.0,471.0,407.0,27703
2.0,3.0,2.0,3.0,7.0,8.0,3.0,2.0,3.0,4.0,4.0,4.0,16.0,16.0,7.0,3.0,1.0,9.0,51%,49%,2,1,,,3.0,2.0,421.0,391.0,27704
7.0,2.0,7.0,1.0,19.0,4.0,5.0,1.0,13.0,3.0,6.0,1.0,14.0,11.0,13.0,,5.0,1.0,63%,37%,4,3,1.0,1.0,1.0,6.0,430.0,260.0,27705
4.0,3.0,4.0,3.0,9.0,9.0,1.0,3.0,6.0,5.0,3.0,4.0,11.0,17.0,1.0,4.0,4.0,1.0,55%,45%,1,5,,,2.0,1.0,527.0,429.0,27706
5.0,4.0,3.0,4.0,13.0,11.0,5.0,3.0,4.0,7.0,9.0,4.0,15.0,22.0,3.0,4.0,1.0,,71%,29%,5,4,,,3.0,5.0,561.0,221.0,27707
2.0,3.0,5.0,8.0,12.0,14.0,5.0,3.0,8.0,9.0,4.0,5.0,18.0,18.0,9.0,2.0,1.0,1.0,56%,44%,2,2,,,3.0,2.0,422.0,335.0,27708
3.0,5.0,7.0,8.0,14.0,17.0,4.0,4.0,8.0,11.0,6.0,6.0,16.0,20.0,7.0,3.0,3.0,1.0,49%,51%,4,5,1.0,,4.0,1.0,356.0,367.0,27709
4.0,2.0,2.0,5.0,6.0,10.0,,3.0,3.0,7.0,3.0,3.0,14.0,14.0,1.0,4.0,4.0,3.0,52%,48%,3,3,,,2.0,3.0,414.0,380.0,27710
6.0,4.0,6.0,1.0,20.0,6.0,8.0,1.0,10.0,4.0,10.0,2.0,11.0,16.0,10.0,,1.0,3.0,65%,35%,5,3,,,2.0,5.0,473.0,262.0,27711
4.0,3.0,3.0,6.0,9.0,14.0,2.0,5.0,4.0,8.0,5.0,6.0,11.0,22.0,4.0,3.0,,2.0,57%,43%,1,5,,,2.0,2.0,422.0,325.0,27712
5.0,3.0,8.0,6.0,18.0,12.0,5.0,3.0,9.0,6.0,9.0,6.0,19.0,14.0,4.0,3.0,6.0,,58%,42%,2,2,,,1.0,4.0,497.0,352.0,27713
2.0,1.0,4.0,4.0,8.0,9.0,2.0,4.0,5.0,5.0,3.0,4.0,14.0,20.0,3.0,7.0,4.0,6.0,31%,69%,2,3,,,,1.0,228.0,500.0,27714
4.0,4.0,3.0,4.0,14.0,16.0,7.0,8.0,10.0,11.0,4.0,5.0,25.0,18.0,7.0,3.0,4.0,5.0,56%,44%,2,4,,,4.0,4.0,432.0,327.0,27715
1.0,4.0,4.0,9.0,13.0,14.0,8.0,1.0,4.0,6.0,9.0,8.0,10.0,11.0,5.0,2.0,4.0,2.0,36%,64%,3,3,,,4.0,,338.0,619.0,27716
1.0,2.0,7.0,3.0,12.0,13.0,4.0,8.0,7.0,7.0,5.0,6.0,15.0,15.0,5.0,8.0,5.0,1.0,56%,44%,2,2,,,1.0,,429.0,325.0,27717
3.0,6.0,3.0,5.0,13.0,14.0,7.0,3.0,6.0,10.0,7.0,4.0,11.0,11.0,6.0,3.0,1.0,2.0,30%,70%,4,2,,,6.0,,260.0,622.0,27718
4.0,6.0,4.0,9.0,9.0,19.0,1.0,4.0,7.0,11.0,2.0,8.0,11.0,18.0,1.0,6.0,4.0,2.0,46%,54%,2,2,,,5.0,,432.0,469.0,27719
5.0,3.0,2.0,6.0,8.0,13.0,1.0,4.0,5.0,7.0,3.0,6.0,19.0,24.0,2.0,5.0,3.0,2.0,49%,51%,6,1,,,1.0,3.0,304.0,303.0,27720
3.0,2.0,3.0,5.0,8.0,11.0,2.0,4.0,4.0,6.0,4.0,5.0,23.0,16.0,2.0,7.0,2.0,2.0,50%,50%,4,2,,,2.0,3.0,354.0,340.0,27721
5.0,1.0,5.0,4.0,14.0,9.0,4.0,4.0,7.0,6.0,7.0,3.0,10.0,16.0,4.0,3.0,,3.0,62%,38%,1,2,,,1.0,3.0,474.0,286.0,27722
1.0,2.0,4.0,5.0,7.0,7.0,2.0,,4.0,3.0,3.0,4.0,20.0,15.0,4.0,3.0,1.0,2.0,49%,51%,2,1,,,3.0,1.0,421.0,429.0,27723
3.0,5.0,4.0,9.0,14.0,14.0,7.0,,10.0,9.0,4.0,5.0,14.0,22.0,6.0,5.0,3.0,6.0,52%,48%,3,6,,1.0,4.0,2.0,334.0,291.0,27724
5.0,2.0,3.0,6.0,11.0,10.0,3.0,2.0,7.0,3.0,4.0,7.0,16.0,18.0,5.0,2.0,2.0,,55%,45%,2,3,,,1.0,4.0,452.0,370.0,27725
5.0,2.0,17.0,2.0,29.0,5.0,7.0,1.0,18.0,2.0,11.0,3.0,14.0,8.0,10.0,5.0,3.0,9.0,65%,35%,2,1,,,1.0,2.0,511.0,270.0,27726
8.0,1.0,3.0,2.0,14.0,3.0,3.0,,12.0,3.0,2.0,,21.0,13.0,3.0,5.0,,3.0,49%,51%,2,3,,,1.0,6.0,416.0,418.0,27727
4.0,1.0,8.0,2.0,14.0,4.0,2.0,1.0,11.0,,3.0,4.0,13.0,24.0,7.0,2.0,6.0,,62%,38%,3,9,,2.0,1.0,4.0,548.0,339.0,27728
4.0,4.0,3.0,7.0,7.0,14.0,,3.0,5.0,8.0,2.0,6.0,13.0,15.0,5.0,8.0,3.0,2.0,51%,49%,2,4,,1.0,4.0,1.0,422.0,401.0,27729
4.0,3.0,7.0,,13.0,7.0,2.0,4.0,8.0,4.0,5.0,3.0,24.0,14.0,2.0,5.0,3.0,1.0,42%,58%,2,2,,1.0,3.0,3.0,308.0,434.0,27730
6.0,4.0,9.0,2.0,18.0,7.0,3.0,1.0,14.0,5.0,4.0,2.0,15.0,10.0,5.0,2.0,,2.0,63%,37%,2,1,,,3.0,4.0,572.0,338.0,27731
11.0,3.0,8.0,2.0,22.0,5.0,3.0,,18.0,4.0,4.0,1.0,18.0,10.0,11.0,3.0,1.0,2.0,54%,46%,4,1,,,,11.0,477.0,419.0,27732
5.0,5.0,8.0,2.0,15.0,8.0,2.0,1.0,10.0,5.0,5.0,3.0,10.0,15.0,11.0,4.0,6.0,,65%,35%,,4,,,2.0,3.0,510.0,282.0,27733
4.0,2.0,7.0,4.0,12.0,9.0,1.0,3.0,8.0,4.0,4.0,5.0,15.0,19.0,3.0,3.0,5.0,4.0,52%,48%,1,3,,,1.0,2.0,421.0,377.0,27734
,3.0,2.0,5.0,5.0,11.0,3.0,3.0,2.0,6.0,3.0,5.0,16.0,15.0,6.0,3.0,2.0,,56%,44%,2,5,,,3.0,,489.0,380.0,27735
4.0,7.0,8.0,2.0,15.0,13.0,3.0,4.0,10.0,5.0,5.0,8.0,8.0,12.0,6.0,3.0,6.0,1.0,44%,56%,3,1,,,5.0,3.0,368.0,502.0,27736
8.0,2.0,4.0,1.0,20.0,5.0,8.0,2.0,15.0,3.0,5.0,2.0,22.0,17.0,6.0,3.0,1.0,1.0,49%,51%,5,4,,,1.0,6.0,342.0,346.0,27737
3.0,4.0,5.0,2.0,14.0,9.0,6.0,3.0,8.0,5.0,6.0,4.0,13.0,20.0,9.0,5.0,,1.0,58%,42%,2,2,,,3.0,2.0,484.0,348.0,27738
2.0,3.0,4.0,8.0,8.0,16.0,2.0,5.0,5.0,8.0,3.0,8.0,18.0,21.0,5.0,7.0,5.0,2.0,53%,47%,1,2,,,3.0,2.0,351.0,303.0,27739
2.0,6.0,5.0,2.0,10.0,10.0,3.0,2.0,7.0,5.0,3.0,5.0,13.0,10.0,5.0,2.0,1.0,6.0,42%,58%,,1,,,6.0,2.0,357.0,508.0,27740
2.0,5.0,3.0,10.0,6.0,21.0,1.0,6.0,3.0,13.0,3.0,8.0,15.0,16.0,6.0,7.0,3.0,2.0,42%,58%,4,2,1.0,,4.0,1.0,325.0,436.0,27741
4.0,2.0,6.0,4.0,12.0,8.0,2.0,2.0,9.0,4.0,3.0,4.0,19.0,16.0,5.0,3.0,2.0,1.0,65%,35%,3,3,,1.0,2.0,3.0,474.0,252.0,27742
5.0,2.0,3.0,9.0,10.0,13.0,2.0,2.0,6.0,7.0,4.0,6.0,20.0,14.0,2.0,1.0,,2.0,36%,64%,4,4,,,1.0,1.0,300.0,498.0,27743
2.0,5.0,6.0,3.0,12.0,14.0,4.0,6.0,5.0,10.0,7.0,4.0,15.0,13.0,1.0,8.0,2.0,1.0,49%,51%,3,3,,,4.0,1.0,415.0,426.0,27744
3.0,4.0,7.0,3.0,14.0,9.0,4.0,2.0,9.0,4.0,5.0,5.0,10.0,9.0,9.0,4.0,,1.0,36%,64%,,2,,,4.0,2.0,308.0,575.0,27745
4.0,1.0,5.0,3.0,12.0,6.0,3.0,2.0,6.0,4.0,6.0,2.0,16.0,20.0,4.0,1.0,2.0,4.0,49%,51%,4,4,,,1.0,3.0,421.0,436.0,27746
2.0,2.0,,5.0,4.0,11.0,2.0,4.0,2.0,6.0,2.0,5.0,15.0,16.0,3.0,4.0,3.0,8.0,51%,49%,4,4,,,2.0,1.0,418.0,394.0,27747
5.0,2.0,5.0,,17.0,3.0,7.0,1.0,6.0,2.0,11.0,1.0,10.0,17.0,4.0,3.0,2.0,2.0,66%,34%,2,3,,,,5.0,623.0,302.0,27748
1.0,3.0,2.0,6.0,5.0,10.0,2.0,1.0,1.0,5.0,4.0,5.0,15.0,15.0,8.0,4.0,1.0,4.0,63%,37%,4,4,,1.0,3.0,1.0,440.0,255.0,27749
